ais_event_id,vessel_id,mmsi,vessel_name,vessel_type,vessel_group,is_military,flag_country,timestamp_utc,latitude,longitude,speed_knots,course_deg,course_change_deg,ais_status,ais_gap_minutes,maritime_zone,zone_risk_level,sensitive_zone_name,sensitive_zone_distance_km,near_sensitive_zone,nearest_vessel_distance_nm,nearby_vessel_count,route_pattern,signal_quality,behavior_label,behavior_flags,simulation_seed
AIS-0057-02,VES-0057,482970316,MER-110,Navire civil,civil,False,Norway,2026-05-12T15:26:36.836197+00:00,24.80291,121.54305,11.11,262.4,18.8,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,56.02,False,14.83,0,transit regulier,0.99,normal,aucun,20260513
AIS-0052-01,VES-0052,438415121,MN-865,Sous-marin,combat_strategique,True,Marshall Islands,2026-05-12T15:31:17.264527+00:00,26.58387,56.79404,10.08,104.1,22.8,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,102.38,False,14.16,1,transit regulier,0.927,normal,aucun,20260513
AIS-0064-05,VES-0064,592425568,MN-395,Bâtiment de débarquement,soutien_ou_amphibie,True,Taiwan,2026-05-12T15:32:33.949339+00:00,20.24251,39.76426,8.17,342.9,15.9,Interrompu,30,Mer Rouge,High,Mer Rouge,179.28,False,2.21,1,coupure AIS,0.671,suspect,coupure AIS,20260513
AIS-0005-05,VES-0005,228173090,NORD-701,Cargo,civil,False,Marshall Islands,2026-05-12T15:41:22.308716+00:00,34.81812,31.26415,22.52,309.6,174.6,Actif,0,Méditerranée orientale,High,Méditerranée orientale,176.86,False,3.46,4,variation de cap,0.89,suspect,variation cap forte; vitesse atypique,20260513
AIS-0004-02,VES-0004,403142509,MER-342,Cargo,civil,False,Taiwan,2026-05-12T16:05:01.089854+00:00,18.56632,38.99028,23.89,201.1,16.7,Actif,0,Mer Rouge,High,Mer Rouge,26.0,True,1.37,1,loitering,0.833,suspect,proximite zone sensible; proximite autre navire; vitesse atypique,20260513
AIS-0044-05,VES-0044,695979634,TRADE-156,Chalutier,civil,False,China,2026-05-12T16:09:30.966065+00:00,42.09779,31.84087,5.49,248.0,3.2,Actif,0,Mer Noire,High,Mer Noire,308.87,False,3.82,0,transit regulier,0.846,normal,aucun,20260513
AIS-0035-01,VES-0035,488815547,MER-475,Cargo,civil,False,France,2026-05-12T16:12:29.520130+00:00,41.88321,34.76108,12.38,13.9,18.5,Actif,0,Mer Noire,High,Mer Noire,318.89,False,6.9,0,approche portuaire,0.823,normal,aucun,20260513
AIS-0057-05,VES-0057,482970316,MER-110,Navire civil,civil,False,Norway,2026-05-12T16:17:36.836197+00:00,24.81333,121.5658,8.45,270.3,8.4,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,58.51,False,8.92,0,transit regulier,0.99,normal,aucun,20260513
AIS-0017-03,VES-0017,389563468,NORD-998,Chalutier,civil,False,China,2026-05-12T16:17:45.578385+00:00,25.34442,121.31206,1.65,47.8,23.7,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,78.25,False,20.47,0,patrouille declaree,0.558,normal,aucun,20260513
AIS-0004-03,VES-0004,403142509,MER-342,Cargo,civil,False,Taiwan,2026-05-12T16:18:01.089854+00:00,18.58485,39.04451,25.48,276.2,174.6,Actif,0,Mer Rouge,High,Mer Rouge,24.38,True,1.56,2,rendez-vous probable,0.99,suspect,proximite zone sensible; proximite autre navire; variation cap forte; vitesse atypique,20260513
AIS-0004-04,VES-0004,403142509,MER-342,Cargo,civil,False,Taiwan,2026-05-12T16:21:01.089854+00:00,18.40641,38.85541,10.56,228.1,29.0,Actif,0,Mer Rouge,High,Mer Rouge,46.34,True,2.55,1,loitering,0.974,suspect,proximite zone sensible,20260513
AIS-0032-03,VES-0032,589364355,MN-405,Sous-marin,combat_strategique,True,France,2026-05-12T16:21:34.967091+00:00,25.37786,56.3938,21.13,214.6,141.5,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,79.64,False,0.43,4,rendez-vous probable,0.979,suspect,proximite autre navire; variation cap forte; vitesse atypique,20260513
AIS-0029-02,VES-0029,453737930,MN-810,Navire de soutien,soutien_ou_amphibie,True,China,2026-05-12T16:28:48.690340+00:00,19.23869,39.07535,15.6,124.1,11.4,Actif,0,Mer Rouge,High,Mer Rouge,49.42,True,4.13,2,transit regulier,0.728,normal,aucun,20260513
AIS-0052-02,VES-0052,438415121,MN-865,Sous-marin,combat_strategique,True,Marshall Islands,2026-05-12T16:31:17.264527+00:00,26.6142,56.92189,13.8,90.8,18.9,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,114.49,False,5.58,0,patrouille declaree,0.828,normal,aucun,20260513
AIS-0057-03,VES-0057,482970316,MER-110,Navire civil,civil,False,Norway,2026-05-12T16:31:36.836197+00:00,24.83011,121.53875,10.61,260.4,23.2,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,56.29,False,19.89,2,transit regulier,0.738,normal,aucun,20260513
AIS-0057-04,VES-0057,482970316,MER-110,Navire civil,civil,False,Norway,2026-05-12T16:33:36.836197+00:00,24.84474,121.34212,6.57,300.2,27.6,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,38.11,True,13.21,0,transit regulier,0.847,normal,aucun,20260513
AIS-0012-02,VES-0012,378725769,MER-409,Porte-conteneurs,civil,False,Singapore,2026-05-12T16:47:01.104309+00:00,34.03893,32.99112,17.28,216.7,7.4,Actif,0,Méditerranée orientale,High,Méditerranée orientale,97.64,False,23.05,1,approche portuaire,0.674,normal,aucun,20260513
AIS-0071-04,VES-0071,626618110,MN-963,Destroyer,combat_strategique,True,Singapore,2026-05-12T16:48:15.557630+00:00,24.17828,120.78679,24.48,184.1,8.3,Interrompu,180,Détroit de Taïwan,Critical,Détroit de Taïwan,61.9,False,14.56,1,route sombre,0.702,suspect,coupure AIS,20260513
AIS-0029-05,VES-0029,453737930,MN-810,Navire de soutien,soutien_ou_amphibie,True,China,2026-05-12T16:49:48.690340+00:00,18.90927,39.24521,17.95,163.5,19.8,Interrompu,45,Mer Rouge,High,Mer Rouge,28.52,True,4.43,2,coupure AIS,0.613,suspect,coupure AIS,20260513
AIS-0070-05,VES-0070,671654693,MN-333,Bâtiment de débarquement,soutien_ou_amphibie,True,Marshall Islands,2026-05-12T16:53:58.215216+00:00,42.6861,33.9363,10.15,310.6,18.7,Actif,0,Mer Noire,High,Mer Noire,215.69,False,23.33,1,patrouille declaree,0.96,normal,aucun,20260513
AIS-0030-03,VES-0030,306873966,ATL-886,Cargo,civil,False,France,2026-05-12T16:54:54.757766+00:00,25.74711,56.29591,13.24,199.1,14.1,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,40.83,True,3.68,1,loitering,0.744,suspect,proximite zone sensible,20260513
AIS-0030-05,VES-0030,306873966,ATL-886,Cargo,civil,False,France,2026-05-12T16:56:54.757766+00:00,25.80661,56.28541,8.26,230.7,106.0,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,35.74,True,3.58,5,variation de cap,0.882,suspect,proximite zone sensible; variation cap forte,20260513
AIS-0026-01,VES-0026,514601478,NORD-425,Chalutier,civil,False,Panama,2026-05-12T16:58:16.496656+00:00,27.18612,56.70706,3.41,289.6,20.9,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,149.46,False,8.75,1,transit regulier,0.99,normal,aucun,20260513
AIS-0029-04,VES-0029,453737930,MN-810,Navire de soutien,soutien_ou_amphibie,True,China,2026-05-12T16:59:48.690340+00:00,19.08923,39.1555,12.71,169.2,8.1,Interrompu,30,Mer Rouge,High,Mer Rouge,36.08,True,17.33,0,coupure AIS,0.611,suspect,coupure AIS,20260513
AIS-0070-03,VES-0070,671654693,MN-333,Bâtiment de débarquement,soutien_ou_amphibie,True,Marshall Islands,2026-05-12T16:59:58.215216+00:00,42.80613,33.91846,14.19,324.4,8.5,Actif,0,Mer Noire,High,Mer Noire,202.29,False,7.38,1,approche portuaire,0.99,normal,aucun,20260513
AIS-0048-01,VES-0048,364099457,TRADE-725,Chalutier,civil,False,Turkey,2026-05-12T17:04:09.963993+00:00,24.54193,119.8841,1.88,116.5,15.7,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,114.16,False,3.59,2,approche portuaire,0.959,normal,aucun,20260513
AIS-0071-03,VES-0071,626618110,MN-963,Destroyer,combat_strategique,True,Singapore,2026-05-12T17:08:15.557630+00:00,24.27615,120.79079,23.37,189.1,3.4,Interrompu,120,Détroit de Taïwan,Critical,Détroit de Taïwan,51.67,False,27.97,1,reapparition tardive,0.667,suspect,coupure AIS,20260513
AIS-0015-04,VES-0015,559178434,OCEAN-623,Cargo,civil,False,China,2026-05-12T17:11:01.967937+00:00,27.14387,56.59249,12.07,38.1,22.6,Interrompu,120,Détroit d'Ormuz,Critical,Détroit d'Ormuz,140.18,False,3.24,5,reapparition tardive,0.703,suspect,coupure AIS,20260513
AIS-0004-05,VES-0004,403142509,MER-342,Cargo,civil,False,Taiwan,2026-05-12T17:30:01.089854+00:00,18.27804,38.7543,8.14,272.6,150.7,Actif,0,Mer Rouge,High,Mer Rouge,63.56,False,0.33,2,loitering,0.921,suspect,proximite autre navire; variation cap forte,20260513
AIS-0026-02,VES-0026,514601478,NORD-425,Chalutier,civil,False,Panama,2026-05-12T17:35:16.496656+00:00,27.20284,56.61088,8.02,286.8,9.3,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,146.89,False,11.96,1,approche portuaire,0.801,normal,aucun,20260513
AIS-0035-02,VES-0035,488815547,MER-475,Cargo,civil,False,France,2026-05-12T17:36:29.520130+00:00,41.96737,34.71794,13.53,342.7,31.2,Actif,0,Mer Noire,High,Mer Noire,308.88,False,10.89,0,approche portuaire,0.915,normal,aucun,20260513
AIS-0029-03,VES-0029,453737930,MN-810,Navire de soutien,soutien_ou_amphibie,True,China,2026-05-12T17:43:48.690340+00:00,19.23227,39.09029,7.78,152.1,6.2,Interrompu,90,Mer Rouge,High,Mer Rouge,48.99,True,15.91,2,coupure AIS,0.46,suspect,coupure AIS,20260513
AIS-0017-05,VES-0017,389563468,NORD-998,Chalutier,civil,False,China,2026-05-12T17:47:45.578385+00:00,25.3811,121.42599,5.8,66.3,16.1,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,87.05,False,6.68,0,transit regulier,0.785,normal,aucun,20260513
AIS-0032-05,VES-0032,589364355,MN-405,Sous-marin,combat_strategique,True,France,2026-05-12T17:49:34.967091+00:00,25.38359,56.39037,13.69,212.3,109.6,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,78.92,False,3.27,5,variation de cap,0.99,suspect,variation cap forte,20260513
AIS-0032-04,VES-0032,589364355,MN-405,Sous-marin,combat_strategique,True,France,2026-05-12T17:50:34.967091+00:00,25.33787,56.48089,3.82,116.6,1.4,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,88.0,False,3.6,3,rendez-vous probable,0.99,normal,aucun,20260513
AIS-0070-04,VES-0070,671654693,MN-333,Bâtiment de débarquement,soutien_ou_amphibie,True,Marshall Islands,2026-05-12T17:54:58.215216+00:00,42.70578,33.95477,17.25,334.0,29.4,Actif,0,Mer Noire,High,Mer Noire,213.78,False,27.54,1,patrouille declaree,0.82,normal,aucun,20260513
AIS-0012-03,VES-0012,378725769,MER-409,Porte-conteneurs,civil,False,Singapore,2026-05-12T17:56:01.104309+00:00,33.98532,32.85435,11.95,236.9,14.2,Actif,0,Méditerranée orientale,High,Méditerranée orientale,106.53,False,15.35,0,transit regulier,0.926,normal,aucun,20260513
AIS-0026-03,VES-0026,514601478,NORD-425,Chalutier,civil,False,Panama,2026-05-12T18:02:16.496656+00:00,27.22728,56.59579,5.03,322.8,4.9,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,148.77,False,4.49,2,transit regulier,0.886,normal,aucun,20260513
AIS-0002-01,VES-0002,668796756,MN-923,Croiseur,combat_strategique,True,France,2026-05-12T18:03:57.818511+00:00,26.89375,56.15621,13.16,118.8,17.4,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,100.59,False,10.1,0,patrouille declaree,0.792,normal,aucun,20260513
AIS-0052-03,VES-0052,438415121,MN-865,Sous-marin,combat_strategique,True,Marshall Islands,2026-05-12T18:07:17.264527+00:00,26.60825,56.87755,6.16,111.3,19.9,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,110.57,False,21.7,0,transit regulier,0.887,normal,aucun,20260513
AIS-0047-01,VES-0047,710227377,MN-687,Corvette,combat,True,France,2026-05-12T18:08:16.289305+00:00,20.17431,39.06552,19.01,79.0,9.8,Actif,0,Mer Rouge,High,Mer Rouge,152.97,False,2.82,1,loitering,0.621,normal,aucun,20260513
AIS-0028-01,VES-0028,270533675,NORD-632,Cargo,civil,False,Panama,2026-05-12T18:17:50.558206+00:00,20.66407,38.22131,9.61,254.2,14.3,Actif,0,Mer Rouge,High,Mer Rouge,222.72,False,15.98,0,approche portuaire,0.885,normal,aucun,20260513
AIS-0015-05,VES-0015,559178434,OCEAN-623,Cargo,civil,False,China,2026-05-12T18:23:01.967937+00:00,27.42437,56.53543,10.87,325.2,18.6,Interrompu,90,Détroit d'Ormuz,Critical,Détroit d'Ormuz,167.07,False,0.43,1,reapparition tardive,0.588,suspect,coupure AIS; proximite autre navire,20260513
AIS-0020-01,VES-0020,393786524,MER-977,Cargo,civil,False,Turkey,2026-05-12T18:26:50.985322+00:00,26.70301,55.70686,13.24,209.4,0.9,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,83.45,False,19.33,0,transit regulier,0.846,normal,aucun,20260513
AIS-0048-02,VES-0048,364099457,TRADE-725,Chalutier,civil,False,Turkey,2026-05-12T18:34:09.963993+00:00,24.53019,119.97835,1.97,103.3,14.5,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,104.99,False,22.45,1,transit regulier,0.99,normal,aucun,20260513
AIS-0002-02,VES-0002,668796756,MN-923,Croiseur,combat_strategique,True,France,2026-05-12T18:47:57.818511+00:00,26.89942,56.24552,25.84,93.9,4.4,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,102.95,False,26.45,0,transit regulier,0.99,normal,aucun,20260513
AIS-0052-04,VES-0052,438415121,MN-865,Sous-marin,combat_strategique,True,Marshall Islands,2026-05-12T18:49:17.264527+00:00,26.60886,56.97893,3.73,111.1,11.7,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,118.77,False,27.13,1,transit regulier,0.99,normal,aucun,20260513
AIS-0012-04,VES-0012,378725769,MER-409,Porte-conteneurs,civil,False,Singapore,2026-05-12T18:50:01.104309+00:00,34.03404,32.89214,17.26,306.7,1.0,Actif,0,Méditerranée orientale,High,Méditerranée orientale,100.34,False,9.13,0,transit regulier,0.84,normal,aucun,20260513
AIS-0037-01,VES-0037,526949390,MN-816,Croiseur,combat_strategique,True,France,2026-05-12T18:51:01.934380+00:00,24.66686,120.64246,22.08,317.2,66.8,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,36.31,True,0.38,4,rendez-vous probable,0.923,suspect,proximite zone sensible; proximite autre navire,20260513
AIS-0051-01,VES-0051,511766476,ATL-807,Pétrolier,civil,False,Panama,2026-05-12T18:52:55.001721+00:00,33.46928,33.24242,6.18,72.4,9.8,Actif,0,Méditerranée orientale,High,Méditerranée orientale,159.14,False,1.95,4,variation de cap,0.748,suspect,proximite autre navire,20260513
AIS-0071-05,VES-0071,626618110,MN-963,Destroyer,combat_strategique,True,Singapore,2026-05-12T19:00:15.557630+00:00,24.23688,120.79527,14.37,225.4,1.3,Interrompu,30,Détroit de Taïwan,Critical,Détroit de Taïwan,55.51,False,19.26,1,coupure AIS,0.742,suspect,coupure AIS,20260513
AIS-0013-01,VES-0013,389066016,TRADE-123,Chalutier,civil,False,Greece,2026-05-12T19:02:30.549376+00:00,24.54293,119.95289,0.36,268.5,16.0,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,107.28,False,0.75,3,variation de cap,0.923,suspect,proximite autre navire,20260513
AIS-0020-02,VES-0020,393786524,MER-977,Cargo,civil,False,Turkey,2026-05-12T19:04:50.985322+00:00,26.63482,55.663,13.7,203.7,25.4,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,78.17,False,27.77,1,approche portuaire,0.767,normal,aucun,20260513
AIS-0047-03,VES-0047,710227377,MN-687,Corvette,combat,True,France,2026-05-12T19:12:16.289305+00:00,20.299,39.08296,18.4,29.1,5.8,Actif,0,Mer Rouge,High,Mer Rouge,166.91,False,0.96,2,variation de cap,0.847,suspect,proximite autre navire,20260513
AIS-0035-03,VES-0035,488815547,MER-475,Cargo,civil,False,France,2026-05-12T19:18:29.520130+00:00,42.01613,34.72198,8.26,340.9,11.7,Actif,0,Mer Noire,High,Mer Noire,303.84,False,8.44,0,transit regulier,0.881,normal,aucun,20260513
AIS-0047-02,VES-0047,710227377,MN-687,Corvette,combat,True,France,2026-05-12T19:35:16.289305+00:00,20.28485,39.10803,1.43,66.9,167.0,Actif,0,Mer Rouge,High,Mer Rouge,165.5,False,3.51,5,loitering,0.831,suspect,variation cap forte,20260513
AIS-0020-04,VES-0020,393786524,MER-977,Cargo,civil,False,Turkey,2026-05-12T19:38:50.985322+00:00,26.54685,55.65287,13.95,180.3,9.7,Interrompu,120,Détroit d'Ormuz,Critical,Détroit d'Ormuz,69.97,False,27.78,2,route sombre,0.659,suspect,coupure AIS,20260513
AIS-0013-02,VES-0013,389066016,TRADE-123,Chalutier,civil,False,Greece,2026-05-12T19:39:30.549376+00:00,24.49167,119.83718,13.65,275.8,116.0,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,119.83,False,2.73,3,variation de cap,0.989,suspect,variation cap forte; vitesse atypique,20260513
AIS-0028-02,VES-0028,270533675,NORD-632,Cargo,civil,False,Panama,2026-05-12T19:46:50.558206+00:00,20.6368,38.1383,9.48,248.7,2.1,Actif,0,Mer Rouge,High,Mer Rouge,223.27,False,19.02,2,patrouille declaree,0.829,normal,aucun,20260513
AIS-0012-05,VES-0012,378725769,MER-409,Porte-conteneurs,civil,False,Singapore,2026-05-12T19:48:01.104309+00:00,33.98231,32.82816,16.37,243.4,4.9,Actif,0,Méditerranée orientale,High,Méditerranée orientale,107.59,False,26.8,1,transit regulier,0.8,normal,aucun,20260513
AIS-0037-04,VES-0037,526949390,MN-816,Croiseur,combat_strategique,True,France,2026-05-12T19:48:01.934380+00:00,24.81039,120.57563,19.21,342.3,142.0,Interrompu,120,Détroit de Taïwan,Critical,Détroit de Taïwan,44.57,True,2.04,2,coupure AIS,0.56,suspect,coupure AIS; proximite zone sensible; variation cap forte,20260513
AIS-0022-01,VES-0022,604518286,NORD-217,Navire civil,civil,False,Taiwan,2026-05-12T19:48:20.856303+00:00,42.22341,32.95056,16.98,126.0,30.7,Actif,0,Mer Noire,High,Mer Noire,267.96,False,24.01,2,approche portuaire,0.837,normal,aucun,20260513
AIS-0052-05,VES-0052,438415121,MN-865,Sous-marin,combat_strategique,True,Marshall Islands,2026-05-12T19:55:17.264527+00:00,26.63033,57.29873,14.82,123.6,21.0,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,147.2,False,16.08,0,transit regulier,0.91,normal,aucun,20260513
AIS-0002-04,VES-0002,668796756,MN-923,Croiseur,combat_strategique,True,France,2026-05-12T19:57:57.818511+00:00,26.85966,56.54299,24.17,108.4,30.8,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,109.82,False,7.66,0,transit regulier,0.939,normal,aucun,20260513
AIS-0037-02,VES-0037,526949390,MN-816,Croiseur,combat_strategique,True,France,2026-05-12T19:59:01.934380+00:00,24.678,120.62103,20.67,325.3,79.2,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,38.37,True,0.56,3,variation de cap,0.757,suspect,proximite zone sensible; proximite autre navire; variation cap forte,20260513
AIS-0077-01,VES-0077,511102537,NORD-281,Porte-conteneurs,civil,False,Singapore,2026-05-12T19:59:23.182979+00:00,23.90038,119.99397,10.12,19.5,25.0,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,135.28,False,9.9,0,transit regulier,0.719,normal,aucun,20260513
AIS-0051-04,VES-0051,511766476,ATL-807,Pétrolier,civil,False,Panama,2026-05-12T20:01:55.001721+00:00,33.53283,33.50327,13.16,120.8,84.4,Actif,0,Méditerranée orientale,High,Méditerranée orientale,154.56,False,0.87,3,variation de cap,0.99,suspect,proximite autre navire; variation cap forte,20260513
AIS-0028-05,VES-0028,270533675,NORD-632,Cargo,civil,False,Panama,2026-05-12T20:05:50.558206+00:00,20.53418,37.97074,8.4,216.4,10.9,Actif,0,Mer Rouge,High,Mer Rouge,220.9,False,20.08,1,transit regulier,0.684,normal,aucun,20260513
AIS-0051-02,VES-0051,511766476,ATL-807,Pétrolier,civil,False,Panama,2026-05-12T20:06:55.001721+00:00,33.53222,33.27965,0.38,29.2,9.1,Actif,0,Méditerranée orientale,High,Méditerranée orientale,152.27,False,3.38,2,variation de cap,0.829,normal,aucun,20260513
AIS-0048-03,VES-0048,364099457,TRADE-725,Chalutier,civil,False,Turkey,2026-05-12T20:10:09.963993+00:00,24.49437,119.97699,2.2,116.2,14.8,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,105.93,False,24.55,0,transit regulier,0.756,normal,aucun,20260513
AIS-0028-03,VES-0028,270533675,NORD-632,Cargo,civil,False,Panama,2026-05-12T20:11:50.558206+00:00,20.61825,38.17719,17.42,231.3,20.7,Actif,0,Mer Rouge,High,Mer Rouge,219.76,False,8.87,0,patrouille declaree,0.898,normal,aucun,20260513
AIS-0035-04,VES-0035,488815547,MER-475,Cargo,civil,False,France,2026-05-12T20:12:29.520130+00:00,42.25448,34.56136,9.23,33.5,12.2,Actif,0,Mer Noire,High,Mer Noire,274.53,False,23.43,2,transit regulier,0.966,normal,aucun,20260513
AIS-0037-03,VES-0037,526949390,MN-816,Croiseur,combat_strategique,True,France,2026-05-12T20:17:01.934380+00:00,24.69751,120.62979,1.75,3.1,16.3,Interrompu,120,Détroit de Taïwan,Critical,Détroit de Taïwan,37.4,True,2.27,3,route sombre,0.501,suspect,coupure AIS; proximite zone sensible; stationnement lent,20260513
AIS-0020-05,VES-0020,393786524,MER-977,Cargo,civil,False,Turkey,2026-05-12T20:18:50.985322+00:00,26.31381,55.50214,10.49,222.3,3.2,Interrompu,90,Détroit d'Ormuz,Critical,Détroit d'Ormuz,60.72,False,19.96,1,route sombre,0.581,suspect,coupure AIS,20260513
AIS-0020-03,VES-0020,393786524,MER-977,Cargo,civil,False,Turkey,2026-05-12T20:22:50.985322+00:00,26.61321,55.65914,11.99,245.1,23.4,Interrompu,240,Détroit d'Ormuz,Critical,Détroit d'Ormuz,76.18,False,17.63,1,route sombre,0.507,suspect,coupure AIS,20260513
AIS-0022-02,VES-0022,604518286,NORD-217,Navire civil,civil,False,Taiwan,2026-05-12T20:27:20.856303+00:00,42.17112,33.06476,11.93,87.2,10.1,Actif,0,Mer Noire,High,Mer Noire,272.36,False,9.66,1,transit regulier,0.99,normal,aucun,20260513
AIS-0078-01,VES-0078,629803471,MN-261,Sous-marin,combat_strategique,True,Marshall Islands,2026-05-12T20:30:55.566127+00:00,26.91197,56.85822,9.61,222.4,0.1,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,132.6,False,8.67,2,patrouille declaree,0.65,normal,aucun,20260513
AIS-0077-02,VES-0077,511102537,NORD-281,Porte-conteneurs,civil,False,Singapore,2026-05-12T20:35:23.182979+00:00,23.95616,120.00786,15.15,33.6,15.7,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,130.18,False,15.43,1,transit regulier,0.985,normal,aucun,20260513
AIS-0002-03,VES-0002,668796756,MN-923,Croiseur,combat_strategique,True,France,2026-05-12T20:41:57.818511+00:00,26.88716,56.2854,13.94,98.5,21.7,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,102.66,False,5.32,1,approche portuaire,0.99,normal,aucun,20260513
AIS-0026-04,VES-0026,514601478,NORD-425,Chalutier,civil,False,Panama,2026-05-12T20:46:16.496656+00:00,27.36447,56.35319,6.66,312.7,7.0,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,155.73,False,14.39,0,patrouille declaree,0.951,normal,aucun,20260513
AIS-0067-01,VES-0067,582536372,MER-206,Chalutier,civil,False,Singapore,2026-05-12T20:51:32.341912+00:00,24.30726,119.86569,2.73,75.9,7.5,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,122.8,False,13.66,2,transit regulier,0.741,normal,aucun,20260513
AIS-0077-04,VES-0077,511102537,NORD-281,Porte-conteneurs,civil,False,Singapore,2026-05-12T20:59:23.182979+00:00,24.1007,120.0578,14.67,18.8,31.1,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,116.38,False,7.41,0,transit regulier,0.858,normal,aucun,20260513
AIS-0013-04,VES-0013,389066016,TRADE-123,Chalutier,civil,False,Greece,2026-05-12T21:26:30.549376+00:00,24.49282,119.80447,1.21,229.5,99.3,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,123.05,False,1.09,2,variation de cap,0.841,suspect,proximite autre navire; variation cap forte,20260513
AIS-0055-01,VES-0055,555869539,ATL-491,Navire civil,civil,False,China,2026-05-12T21:30:31.716021+00:00,25.99603,56.95831,11.29,336.8,29.9,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,95.78,False,6.6,0,patrouille declaree,0.915,normal,aucun,20260513
AIS-0078-03,VES-0078,629803471,MN-261,Sous-marin,combat_strategique,True,Marshall Islands,2026-05-12T21:30:55.566127+00:00,26.85601,56.7066,9.83,254.7,26.9,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,118.36,False,24.28,2,transit regulier,0.833,normal,aucun,20260513
AIS-0013-03,VES-0013,389066016,TRADE-123,Chalutier,civil,False,Greece,2026-05-12T21:32:30.549376+00:00,24.48299,119.8478,16.66,314.2,83.0,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,118.97,False,2.5,4,variation de cap,0.732,suspect,variation cap forte; vitesse atypique,20260513
AIS-0048-04,VES-0048,364099457,TRADE-725,Chalutier,civil,False,Turkey,2026-05-12T21:37:09.963993+00:00,24.48736,120.06322,1.51,126.5,7.9,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,97.62,False,23.44,2,transit regulier,0.823,normal,aucun,20260513
AIS-0028-04,VES-0028,270533675,NORD-632,Cargo,civil,False,Panama,2026-05-12T21:38:50.558206+00:00,20.54899,38.03311,12.82,231.5,15.3,Actif,0,Mer Rouge,High,Mer Rouge,219.25,False,15.1,0,approche portuaire,0.88,normal,aucun,20260513
AIS-0078-02,VES-0078,629803471,MN-261,Sous-marin,combat_strategique,True,Marshall Islands,2026-05-12T21:42:55.566127+00:00,26.9249,56.81794,6.77,272.0,13.3,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,131.17,False,6.11,2,approche portuaire,0.918,normal,aucun,20260513
AIS-0067-02,VES-0067,582536372,MER-206,Chalutier,civil,False,Singapore,2026-05-12T21:45:32.341912+00:00,24.32996,119.96626,8.04,96.5,27.6,Actif,0,Détroit de Taïwan,Critical,Détroit de Taïwan,112.39,False,6.95,2,transit regulier,0.654,normal,aucun,20260513
AIS-0035-05,VES-0035,488815547,MER-475,Cargo,civil,False,France,2026-05-12T21:48:29.520130+00:00,42.20372,34.59801,10.47,321.9,0.8,Actif,0,Mer Noire,High,Mer Noire,280.82,False,22.99,2,transit regulier,0.91,normal,aucun,20260513
